text,label
串亲访友,"['NA', 'qīn', 'NA', 'NA']"
乡亲,"['NA', 'qīn']"
事必躬亲,"['NA', 'NA', 'NA', 'qīn']"
亲临,"['qīn', 'NA']"
亲事,"['qīn', 'NA']"
亲人,"['qīn', 'NA']"
亲代,"['qīn', 'NA']"
亲们,"['qīn', 'NA']"
亲信,"['qīn', 'NA']"
亲兄弟,"['qīn', 'NA', 'NA']"
亲北京,"['qīn', 'NA', 'NA']"
亲卫队,"['qīn', 'NA', 'NA']"
亲历,"['qīn', 'NA']"
亲友,"['qīn', 'NA']"
亲口,"['qīn', 'NA']"
亲吻,"['qīn', 'NA']"
亲善,"['qīn', 'NA']"
亲嘴,"['qīn', 'NA']"
亲如手足,"['qīn', 'NA', 'NA', 'NA']"
亲妈,"['qīn', 'NA']"
亲子,"['qīn', 'NA']"
亲子鉴定,"['qīn', 'NA', 'NA', 'NA']"
亲密,"['qīn', 'NA']"
亲征,"['qīn', 'NA']"
亲情,"['qīn', 'NA']"
亲戚,"['qīn', 'NA']"
亲手,"['qīn', 'NA']"
亲族,"['qīn', 'NA']"
亲旧,"['qīn', 'NA']"
亲昵,"['qīn', 'NA']"
亲民,"['qīn', 'NA']"
亲民党,"['qīn', 'NA', 'NA']"
亲水性,"['qīn', 'NA', 'NA']"
亲炙,"['qīn', 'NA']"
亲热,"['qīn', 'NA']"
亲爱,"['qīn', 'NA']"
亲爱精诚,"['qīn', 'NA', 'NA', 'NA']"
亲爸,"['qīn', 'NA']"
亲生,"['qīn', 'NA']"
亲生子女,"['qīn', 'NA', 'NA', 'NA']"
亲疏,"['qīn', 'NA']"
亲疏贵贱,"['qīn', 'NA', 'NA', 'NA']"
亲眷,"['qīn', 'NA']"
亲眼,"['qīn', 'NA']"
亲眼目睹,"['qīn', 'NA', 'NA', 'NA']"
亲睦,"['qīn', 'NA']"
亲睦邻邦,"['qīn', 'NA', 'NA', 'NA']"
亲笔,"['qīn', 'NA']"
亲缘,"['qīn', 'NA']"
亲美,"['qīn', 'NA']"
亲耳,"['qīn', 'NA']"
亲自,"['qīn', 'NA']"
亲自动手,"['qīn', 'NA', 'NA', 'NA']"
亲自挂帅,"['qīn', 'NA', 'NA', 'NA']"
亲身,"['qīn', 'NA']"
亲近,"['qīn', 'NA']"
众叛亲离,"['NA', 'NA', 'qīn', 'NA']"
做亲,"['NA', 'qīn']"
割股疗亲,"['NA', 'NA', 'NA', 'qīn']"
双亲,"['NA', 'qīn']"
姻亲,"['NA', 'qīn']"
娃娃亲,"['NA', 'NA', 'qīn']"
娶亲,"['NA', 'qīn']"
嫡亲,"['NA', 'qīn']"
对亲,"['NA', 'qīn']"
尊亲,"['NA', 'qīn']"
御驾亲征,"['NA', 'NA', 'qīn', 'NA']"
懿亲,"['NA', 'qīn']"
成亲,"['NA', 'qīn']"
手足亲情,"['NA', 'NA', 'qīn', 'NA']"
招亲,"['NA', 'qīn']"
授受不亲,"['NA', 'NA', 'NA', 'qīn']"
探亲,"['NA', 'qīn']"
攀亲,"['NA', 'qīn']"
一价,"['NA', 'jià']"
三价,"['NA', 'jià']"
不二价,"['NA', 'NA', 'jià']"
不等价交换,"['NA', 'NA', 'jià', 'NA', 'NA']"
买价,"['NA', 'jià']"
二价,"['NA', 'jià']"
交换价值,"['NA', 'NA', 'jià', 'NA']"
代价,"['NA', 'jià']"
价位,"['jià', 'NA']"
价值,"['jià', 'NA']"
价值工程,"['jià', 'NA', 'NA', 'NA']"
价值标准,"['jià', 'NA', 'NA', 'NA']"
价值连城,"['jià', 'NA', 'NA', 'NA']"
价原,"['jià', 'NA']"
价层,"['jià', 'NA']"
价廉物美,"['jià', 'NA', 'NA', 'NA']"
价款,"['jià', 'NA']"
价码,"['jià', 'NA']"
价电子,"['jià', 'NA', 'NA']"
价目,"['jià', 'NA']"
价钱,"['jià', 'NA']"
价键,"['jià', 'NA']"
低价,"['NA', 'jià']"
使用价值,"['NA', 'NA', 'jià', 'NA']"
侃价,"['NA', 'jià']"
减价,"['NA', 'jià']"
出价,"['NA', 'jià']"
到岸价,"['NA', 'NA', 'jià']"
剩余价值,"['NA', 'NA', 'jià', 'NA']"
加价,"['NA', 'jià']"
包价旅游,"['NA', 'jià', 'NA', 'NA']"
半价,"['NA', 'jià']"
危害评价,"['NA', 'NA', 'NA', 'jià']"
变价,"['NA', 'jià']"
名义价值,"['NA', 'NA', 'jià', 'NA']"
售价,"['NA', 'jià']"
商品价值,"['NA', 'NA', 'jià', 'NA']"
回收价值,"['NA', 'NA', 'jià', 'NA']"
声价,"['NA', 'jià']"
天价,"['NA', 'jià']"
公充价值,"['NA', 'NA', 'jià', 'NA']"
官价,"['NA', 'jià']"
定价,"['NA', 'jià']"
实用价值,"['NA', 'NA', 'jià', 'NA']"
对价,"['NA', 'jià']"
共价键,"['NA', 'jià', 'NA']"
平价,"['NA', 'jià']"
廉价,"['NA', 'jià']"
开价,"['NA', 'jià']"
性价比,"['NA', 'jià', 'NA']"
总价,"['NA', 'jià']"
标价,"['NA', 'jià']"
成交价,"['NA', 'NA', 'jià']"
房价,"['NA', 'jià']"
批价,"['NA', 'jià']"
报价,"['NA', 'jià']"
按质定价,"['NA', 'NA', 'NA', 'jià']"
掉价,"['NA', 'jià']"
掉价儿,"['NA', 'jià', 'NA']"
收盘价,"['NA', 'NA', 'jià']"
效价,"['NA', 'jià']"
效价能,"['NA', 'jià', 'NA']"
时价,"['NA', 'jià']"
杀价,"['NA', 'jià']"
每日限价,"['NA', 'NA', 'NA', 'jià']"
比价,"['NA', 'jià']"
汇价,"['NA', 'jià']"
油价,"['NA', 'jià']"
牌价,"['NA', 'jià']"
物价,"['NA', 'jià']"
物美价廉,"['NA', 'NA', 'jià', 'NA']"
特价,"['NA', 'jià']"
特价菜,"['NA', 'jià', 'NA']"
砍价,"['NA', 'jià']"
现货价,"['NA', 'NA', 'jià']"
电价,"['NA', 'jià']"
白菜价,"['NA', 'NA', 'jià']"
票价,"['NA', 'jià']"
离岸价,"['NA', 'NA', 'jià']"
租价,"['NA', 'jià']"
一会,"['NA', 'huì']"
一会儿,"['NA', 'huì', 'NA']"
一时半会,"['NA', 'NA', 'NA', 'huì']"
一时半会儿,"['NA', 'NA', 'NA', 'huì', 'NA']"
不一会,"['NA', 'NA', 'huì']"
不会,"['NA', 'huì']"
世博会,"['NA', 'NA', 'huì']"
世界博览会,"['NA', 'NA', 'NA', 'NA', 'huì']"
世界自然基金会,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
世界运动会,"['NA', 'NA', 'NA', 'NA', 'huì']"
世界野生生物基金会,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
世维会,"['NA', 'NA', 'huì']"
东亚峰会,"['NA', 'NA', 'NA', 'huì']"
东亚运动会,"['NA', 'NA', 'NA', 'NA', 'huì']"
两会,"['NA', 'huì']"
义卖会,"['NA', 'NA', 'huì']"
书会,"['NA', 'huì']"
五灯会元,"['NA', 'NA', 'huì', 'NA']"
五环会徽,"['NA', 'NA', 'huì', 'NA']"
亚运会,"['NA', 'NA', 'huì']"
交会,"['NA', 'huì']"
交易会,"['NA', 'NA', 'huì']"
人文社会学科,"['NA', 'NA', 'NA', 'huì', 'NA', 'NA']"
伊斯兰会议组织,"['NA', 'NA', 'NA', 'huì', 'NA', 'NA', 'NA']"
休会,"['NA', 'huì']"
会东,"['huì', 'NA']"
会东县,"['huì', 'NA', 'NA']"
会众,"['huì', 'NA']"
会堂,"['huì', 'NA']"
会元,"['huì', 'NA']"
会厌,"['huì', 'NA']"
会厌炎,"['huì', 'NA', 'NA']"
会友,"['huì', 'NA']"
会变,"['huì', 'NA']"
会商,"['huì', 'NA']"
会党,"['huì', 'NA']"
会士,"['huì', 'NA']"
会士考试,"['huì', 'NA', 'NA', 'NA']"
会子,"['huì', 'NA']"
会安,"['huì', 'NA']"
会审,"['huì', 'NA']"
会客,"['huì', 'NA']"
会客室,"['huì', 'NA', 'NA']"
会展,"['huì', 'NA']"
会师,"['huì', 'NA']"
会幕,"['huì', 'NA']"
会心,"['huì', 'NA']"
会意,"['huì', 'NA']"
会意字,"['huì', 'NA', 'NA']"
会战,"['huì', 'NA']"
会所,"['huì', 'NA']"
会攻,"['huì', 'NA']"
会昌,"['huì', 'NA']"
会昌县,"['huì', 'NA', 'NA']"
会晤,"['huì', 'NA']"
会死,"['huì', 'NA']"
会泽,"['huì', 'NA']"
会泽县,"['huì', 'NA', 'NA']"
会漏,"['huì', 'NA']"
会理,"['huì', 'NA']"
会理县,"['huì', 'NA', 'NA']"
会社,"['huì', 'NA']"
会籍,"['huì', 'NA']"
会考,"['huì', 'NA']"
会议,"['huì', 'NA']"
会议厅,"['huì', 'NA', 'NA']"
会议室,"['huì', 'NA', 'NA']"
会议展览,"['huì', 'NA', 'NA', 'NA']"
会诊,"['huì', 'NA']"
会试,"['huì', 'NA']"
会话,"['huì', 'NA']"
会谈,"['huì', 'NA']"
会费,"['huì', 'NA']"
会门,"['huì', 'NA']"
会阴,"['huì', 'NA']"
会面,"['huì', 'NA']"
会馆,"['huì', 'NA']"
会首,"['huì', 'NA']"
例会,"['NA', 'huì']"
修会,"['NA', 'huì']"
修道会,"['NA', 'NA', 'huì']"
傅会,"['NA', 'huì']"
儿童基金会,"['NA', 'NA', 'NA', 'NA', 'huì']"
兄弟会,"['NA', 'NA', 'huì']"
再会,"['NA', 'huì']"
农会,"['NA', 'huì']"
农运会,"['NA', 'NA', 'huì']"
冬奥会,"['NA', 'NA', 'huì']"
冬运会,"['NA', 'NA', 'huì']"
光复会,"['NA', 'NA', 'huì']"
午餐会,"['NA', 'NA', 'huì']"
协会,"['NA', 'huì']"
协商会议,"['NA', 'NA', 'huì', 'NA']"
博览会,"['NA', 'NA', 'huì']"
卫理公会,"['NA', 'NA', 'NA', 'huì']"
原始社会,"['NA', 'NA', 'NA', 'huì']"
反社会,"['NA', 'NA', 'huì']"
听会,"['NA', 'huì']"
听审会,"['NA', 'NA', 'huì']"
听证会,"['NA', 'NA', 'huì']"
周会,"['NA', 'huì']"
哥老会,"['NA', 'NA', 'huì']"
商会,"['NA', 'huì']"
嘉会,"['NA', 'huì']"
噢运会,"['NA', 'NA', 'huì']"
党代会,"['NA', 'NA', 'huì']"
四会,"['NA', 'huì']"
国会,"['NA', 'huì']"
国会山,"['NA', 'huì', 'NA']"
国奥会,"['NA', 'NA', 'huì']"
国民议会,"['NA', 'NA', 'NA', 'huì']"
国际协会,"['NA', 'NA', 'NA', 'huì']"
国际商会,"['NA', 'NA', 'NA', 'huì']"
国际社会,"['NA', 'NA', 'NA', 'huì']"
国际笔会,"['NA', 'NA', 'NA', 'huì']"
圆桌会议,"['NA', 'NA', 'huì', 'NA']"
城运会,"['NA', 'NA', 'huì']"
基金会,"['NA', 'NA', 'huì']"
复会,"['NA', 'huì']"
复古会,"['NA', 'NA', 'huì']"
夜总会,"['NA', 'NA', 'huì']"
天津会议专条,"['NA', 'NA', 'huì', 'NA', 'NA', 'NA']"
奥林匹克运动会,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
奥运会,"['NA', 'NA', 'huì']"
奴隶社会,"['NA', 'NA', 'NA', 'huì']"
入会,"['NA', 'huì']"
全会,"['NA', 'huì']"
全国运动会,"['NA', 'NA', 'NA', 'NA', 'huì']"
全运会,"['NA', 'NA', 'huì']"
公众集会,"['NA', 'NA', 'NA', 'huì']"
公会,"['NA', 'huì']"
公司会议,"['NA', 'NA', 'huì', 'NA']"
公听会,"['NA', 'NA', 'huì']"
公民社会,"['NA', 'NA', 'NA', 'huì']"
季会,"['NA', 'huì']"
学会,"['NA', 'huì']"
学会院士,"['NA', 'huì', 'NA', 'NA']"
学生会,"['NA', 'NA', 'huì']"
安全理事会,"['NA', 'NA', 'NA', 'NA', 'huì']"
安理会,"['NA', 'NA', 'huì']"
宴会,"['NA', 'huì']"
宴会厅,"['NA', 'huì', 'NA']"
密会,"['NA', 'huì']"
封建社会,"['NA', 'NA', 'NA', 'huì']"
小刀会,"['NA', 'NA', 'huì']"
小康社会,"['NA', 'NA', 'NA', 'huì']"
就业机会,"['NA', 'NA', 'NA', 'huì']"
展览会,"['NA', 'NA', 'huì']"
展销会,"['NA', 'NA', 'huì']"
峰会,"['NA', 'huì']"
工会,"['NA', 'huì']"
左倾机会主义,"['NA', 'NA', 'NA', 'huì', 'NA', 'NA']"
帮会,"['NA', 'huì']"
年会,"['NA', 'huì']"
幸会,"['NA', 'huì']"
幽会,"['NA', 'huì']"
庆祝会,"['NA', 'NA', 'huì']"
庙会,"['NA', 'huì']"
座谈会,"['NA', 'NA', 'huì']"
延会,"['NA', 'huì']"
建屋互助会,"['NA', 'NA', 'NA', 'NA', 'huì']"
开会,"['NA', 'huì']"
开会祈祷,"['NA', 'huì', 'NA', 'NA']"
开小会,"['NA', 'NA', 'huì']"
影像会议,"['NA', 'NA', 'huì', 'NA']"
德国统一社会党,"['NA', 'NA', 'NA', 'NA', 'NA', 'huì', 'NA']"
心领神会,"['NA', 'NA', 'NA', 'huì']"
总会三明治,"['NA', 'huì', 'NA', 'NA', 'NA']"
意会,"['NA', 'huì']"
托钵修会,"['NA', 'NA', 'NA', 'huì']"
找机会,"['NA', 'NA', 'huì']"
报告会,"['NA', 'NA', 'huì']"
拍卖会,"['NA', 'NA', 'huì']"
招聘会,"['NA', 'NA', 'huì']"
拜会,"['NA', 'huì']"
推介会,"['NA', 'NA', 'huì']"
文山会海,"['NA', 'NA', 'huì', 'NA']"
新产品推介会,"['NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
新会,"['NA', 'huì']"
新会县,"['NA', 'huì', 'NA']"
日本放送协会,"['NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
日本社会党,"['NA', 'NA', 'NA', 'huì', 'NA']"
晚会,"['NA', 'huì']"
月份会议,"['NA', 'NA', 'huì', 'NA']"
机会,"['NA', 'huì']"
机会主义,"['NA', 'huì', 'NA', 'NA']"
机会带来成功,"['NA', 'huì', 'NA', 'NA', 'NA', 'NA']"
机会成本,"['NA', 'huì', 'NA', 'NA']"
李会昌,"['NA', 'huì', 'NA']"
株式会社,"['NA', 'NA', 'huì', 'NA']"
欢送会,"['NA', 'NA', 'huì']"
欧洲理事会,"['NA', 'NA', 'NA', 'NA', 'huì']"
欧洲议会,"['NA', 'NA', 'NA', 'huì']"
残奥会,"['NA', 'NA', 'huì']"
民族社会主义,"['NA', 'NA', 'NA', 'huì', 'NA', 'NA']"
法会,"['NA', 'huì']"
波茨坦会议,"['NA', 'NA', 'NA', 'huì', 'NA']"
海协会,"['NA', 'NA', 'huì']"
海基会,"['NA', 'NA', 'huì']"
海峡交流基金会,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
浸信会,"['NA', 'NA', 'huì']"
浸礼会,"['NA', 'NA', 'huì']"
消基会,"['NA', 'NA', 'huì']"
游艺会,"['NA', 'NA', 'huì']"
演唱会,"['NA', 'NA', 'huì']"
澳门立法会,"['NA', 'NA', 'NA', 'NA', 'huì']"
灯会,"['NA', 'huì']"
爱卫会,"['NA', 'NA', 'huì']"
特奥会,"['NA', 'NA', 'huì']"
犹太会堂,"['NA', 'NA', 'huì', 'NA']"
班会,"['NA', 'huì']"
班务会,"['NA', 'NA', 'huì']"
球会,"['NA', 'huì']"
理事会,"['NA', 'NA', 'huì']"
理会,"['NA', 'huì']"
电话会议,"['NA', 'NA', 'huì', 'NA']"
盂兰盆会,"['NA', 'NA', 'NA', 'huì']"
知会,"['NA', 'huì']"
社会,"['NA', 'huì']"
社会主义,"['NA', 'huì', 'NA', 'NA']"
社会主义者,"['NA', 'huì', 'NA', 'NA', 'NA']"
社会事业,"['NA', 'huì', 'NA', 'NA']"
社会保险,"['NA', 'huì', 'NA', 'NA']"
社会保障,"['NA', 'huì', 'NA', 'NA']"
社会动乱,"['NA', 'huì', 'NA', 'NA']"
社会名流,"['NA', 'huì', 'NA', 'NA']"
社会党,"['NA', 'huì', 'NA']"
社会公共利益,"['NA', 'huì', 'NA', 'NA', 'NA', 'NA']"
社会学,"['NA', 'huì', 'NA']"
社会关怀,"['NA', 'huì', 'NA', 'NA']"
社会平等,"['NA', 'huì', 'NA', 'NA']"
社会性,"['NA', 'huì', 'NA']"
社会总需求,"['NA', 'huì', 'NA', 'NA', 'NA']"
社会民主,"['NA', 'huì', 'NA', 'NA']"
社会民主主义,"['NA', 'huì', 'NA', 'NA', 'NA', 'NA']"
社会民主党,"['NA', 'huì', 'NA', 'NA', 'NA']"
社会环境,"['NA', 'huì', 'NA', 'NA']"
社会科学,"['NA', 'huì', 'NA', 'NA']"
社会等级,"['NA', 'huì', 'NA', 'NA']"
社会阶层,"['NA', 'huì', 'NA', 'NA']"
祖国光复会,"['NA', 'NA', 'NA', 'NA', 'huì']"
禹会,"['NA', 'huì']"
照会,"['NA', 'huì']"
立法会,"['NA', 'NA', 'huì']"
笔会,"['NA', 'huì']"
等一会,"['NA', 'NA', 'huì']"
等一会儿,"['NA', 'NA', 'huì', 'NA']"
签唱会,"['NA', 'NA', 'huì']"
网际网路协会,"['NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
美国交会,"['NA', 'NA', 'NA', 'huì']"
美国国会,"['NA', 'NA', 'NA', 'huì']"
群英会,"['NA', 'NA', 'huì']"
联席会议,"['NA', 'NA', 'huì', 'NA']"
联欢会,"['NA', 'NA', 'huì']"
聚会,"['NA', 'huì']"
聚精会神,"['NA', 'NA', 'huì', 'NA']"
自然科学基金会,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
自由软件基金会,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
舞会,"['NA', 'huì']"
舞会舞,"['NA', 'huì', 'NA']"
船到桥门自会直,"['NA', 'NA', 'NA', 'NA', 'NA', 'huì', 'NA']"
花会,"['NA', 'huì']"
茶会,"['NA', 'huì']"
茶叙会,"['NA', 'NA', 'huì']"
茶话会,"['NA', 'NA', 'huì']"
莅会,"['NA', 'huì']"
董事会,"['NA', 'NA', 'huì']"
融会,"['NA', 'huì']"
视频会议,"['NA', 'NA', 'huì', 'NA']"
议会,"['NA', 'huì']"
议会制,"['NA', 'huì', 'NA']"
记者会,"['NA', 'NA', 'huì']"
讲习会,"['NA', 'NA', 'huì']"
证交会,"['NA', 'NA', 'huì']"
评议会,"['NA', 'NA', 'huì']"
误会,"['NA', 'huì']"
贵族社会,"['NA', 'NA', 'NA', 'huì']"
赛会,"['NA', 'huì']"
赛马会,"['NA', 'NA', 'huì']"
赴会,"['NA', 'huì']"
足球协会,"['NA', 'NA', 'NA', 'huì']"
路德会,"['NA', 'NA', 'huì']"
迎神赛会,"['NA', 'NA', 'NA', 'huì']"
运动会,"['NA', 'NA', 'huì']"
追悼会,"['NA', 'NA', 'huì']"
送礼会,"['NA', 'NA', 'huì']"
遵义会议,"['NA', 'NA', 'huì', 'NA']"
郡会,"['NA', 'huì']"
野生生物基金会,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
酒会,"['NA', 'huì']"
闭会,"['NA', 'huì']"
闭会祈祷,"['NA', 'huì', 'NA', 'NA']"
附会,"['NA', 'huì']"
际会,"['NA', 'huì']"
集会,"['NA', 'huì']"
青年会,"['NA', 'NA', 'huì']"
面试会,"['NA', 'NA', 'huì']"
预会,"['NA', 'huì']"
领会,"['NA', 'huì']"
餐会,"['NA', 'huì']"
首脑会晤,"['NA', 'NA', 'huì', 'NA']"
首脑会议,"['NA', 'NA', 'huì', 'NA']"
会计,"['kuài', 'NA']"
会计学,"['kuài', 'NA', 'NA']"
会计师,"['kuài', 'NA', 'NA']"
会计科目,"['kuài', 'NA', 'NA', 'NA']"
一传十,"['NA', 'chuán', 'NA']"
十传百,"['NA', 'chuán', 'NA']"
不传,"['NA', 'chuán']"
人传人,"['NA', 'chuán', 'NA']"
以讹传讹,"['NA', 'NA', 'chuán', 'NA']"
传世,"['chuán', 'NA']"
传习,"['chuán', 'NA']"
传书鸽,"['chuán', 'NA', 'NA']"
传人,"['chuán', 'NA']"
传代,"['chuán', 'NA']"
传出,"['chuán', 'NA']"
传动,"['chuán', 'NA']"
传动器,"['chuán', 'NA', 'NA']"
传动带,"['chuán', 'NA', 'NA']"
传动机构,"['chuán', 'NA', 'NA', 'NA']"
传动比,"['chuán', 'NA', 'NA']"
传动装置,"['chuán', 'NA', 'NA', 'NA']"
传名,"['chuán', 'NA']"
传告,"['chuán', 'NA']"
传呼,"['chuán', 'NA']"
传呼机,"['chuán', 'NA', 'NA']"
传呼电话,"['chuán', 'NA', 'NA', 'NA']"
传唤,"['chuán', 'NA']"
传唱,"['chuán', 'NA']"
传回,"['chuán', 'NA']"
传声,"['chuán', 'NA']"
传声器,"['chuán', 'NA', 'NA']"
传声筒,"['chuán', 'NA', 'NA']"
传入,"['chuán', 'NA']"
传媒,"['chuán', 'NA']"
传宗接代,"['chuán', 'NA', 'NA', 'NA']"
传寄,"['chuán', 'NA']"
传导,"['chuán', 'NA']"
传布,"['chuán', 'NA']"
传帮带,"['chuán', 'NA', 'NA']"
传开,"['chuán', 'NA']"
传情,"['chuán', 'NA']"
传感,"['chuán', 'NA']"
传感器,"['chuán', 'NA', 'NA']"
传戒,"['chuán', 'NA']"
传扬,"['chuán', 'NA']"
传承,"['chuán', 'NA']"
传抄,"['chuán', 'NA']"
传报,"['chuán', 'NA']"
传授,"['chuán', 'NA']"
传播,"['chuán', 'NA']"
传播四方,"['chuán', 'NA', 'NA', 'NA']"
传旨,"['chuán', 'NA']"
传本,"['chuán', 'NA']"
传来,"['chuán', 'NA']"
传染,"['chuán', 'NA']"
传染性,"['chuán', 'NA', 'NA']"
传染源,"['chuán', 'NA', 'NA']"
传染病,"['chuán', 'NA', 'NA']"
传染病学,"['chuán', 'NA', 'NA', 'NA']"
传檄,"['chuán', 'NA']"
传法,"['chuán', 'NA']"
传流,"['chuán', 'NA']"
传灯,"['chuán', 'NA']"
传热,"['chuán', 'NA']"
传球,"['chuán', 'NA']"
传真,"['chuán', 'NA']"
传真机,"['chuán', 'NA', 'NA']"
传真电报,"['chuán', 'NA', 'NA', 'NA']"
传神,"['chuán', 'NA']"
传票,"['chuán', 'NA']"
传粉,"['chuán', 'NA']"
传统,"['chuán', 'NA']"
传统医药,"['chuán', 'NA', 'NA', 'NA']"
传统词类,"['chuán', 'NA', 'NA', 'NA']"
传艺,"['chuán', 'NA']"
传言,"['chuán', 'NA']"
传讯,"['chuán', 'NA']"
传讲,"['chuán', 'NA']"
传译,"['chuán', 'NA']"
传话,"['chuán', 'NA']"
传话人,"['chuán', 'NA', 'NA']"
传诵,"['chuán', 'NA']"
传输,"['chuán', 'NA']"
传输协定,"['chuán', 'NA', 'NA', 'NA']"
传输媒界,"['chuán', 'NA', 'NA', 'NA']"
传输媒质,"['chuán', 'NA', 'NA', 'NA']"
传输层,"['chuán', 'NA', 'NA']"
传输控制,"['chuán', 'NA', 'NA', 'NA']"
传输控制协定,"['chuán', 'NA', 'NA', 'NA', 'NA', 'NA']"
传输线,"['chuán', 'NA', 'NA']"
传输设备,"['chuán', 'NA', 'NA', 'NA']"
传输距离,"['chuán', 'NA', 'NA', 'NA']"
传达,"['chuán', 'NA']"
传达室,"['chuán', 'NA', 'NA']"
传述,"['chuán', 'NA']"
传送,"['chuán', 'NA']"
传送带,"['chuán', 'NA', 'NA']"
传递,"['chuán', 'NA']"
传递者,"['chuán', 'NA', 'NA']"
传遍,"['chuán', 'NA']"
传道,"['chuán', 'NA']"
传道书,"['chuán', 'NA', 'NA']"
传道受业,"['chuán', 'NA', 'NA', 'NA']"
传道者,"['chuán', 'NA', 'NA']"
传道部,"['chuán', 'NA', 'NA']"
传销,"['chuán', 'NA']"
传闻,"['chuán', 'NA']"
传阅,"['chuán', 'NA']"
传颂,"['chuán', 'NA']"
前传,"['NA', 'chuán']"
力传递,"['NA', 'chuán', 'NA']"
力学传递,"['NA', 'NA', 'chuán', 'NA']"
反传算法,"['NA', 'chuán', 'NA', 'NA']"
反共宣传,"['NA', 'NA', 'NA', 'chuán']"
反共宣传罪,"['NA', 'NA', 'NA', 'chuán', 'NA']"
变速传动,"['NA', 'NA', 'chuán', 'NA']"
口传,"['NA', 'chuán']"
口碑流传,"['NA', 'NA', 'NA', 'chuán']"
名不虚传,"['NA', 'NA', 'NA', 'chuán']"
周传瑛,"['NA', 'chuán', 'NA']"
国际文传电讯社,"['NA', 'NA', 'NA', 'chuán', 'NA', 'NA', 'NA']"
外传,"['NA', 'chuán']"
失传,"['NA', 'chuán']"
嫡传,"['NA', 'chuán']"
孙传芳,"['NA', 'chuán', 'NA']"
宣传,"['NA', 'chuán']"
宣传册,"['NA', 'chuán', 'NA']"
宣传攻势,"['NA', 'chuán', 'NA', 'NA']"
宣传画,"['NA', 'chuán', 'NA']"
传热学,"['zhuàn', 'NA', 'NA']"
传略,"['zhuàn', 'NA']"
传记,"['zhuàn', 'NA']"
传记性,"['zhuàn', 'NA', 'NA']"
传赞,"['zhuàn', 'NA']"
儿女英雄传,"['NA', 'NA', 'NA', 'NA', 'zhuàn']"
列传,"['NA', 'zhuàn']"
史传,"['NA', 'zhuàn']"
公羊传,"['NA', 'NA', 'zhuàn']"
射雕英雄传,"['NA', 'NA', 'NA', 'NA', 'zhuàn']"
小传,"['NA', 'zhuàn']"
左传,"['NA', 'zhuàn']"
征传,"['NA', 'zhuàn']"
树碑立传,"['NA', 'NA', 'NA', 'zhuàn']"
易传,"['NA', 'zhuàn']"
春秋三传,"['NA', 'NA', 'NA', 'zhuàn']"
李娃传,"['NA', 'NA', 'zhuàn']"
柳毅传,"['NA', 'NA', 'zhuàn']"
清史列传,"['NA', 'NA', 'NA', 'zhuàn']"
立传,"['NA', 'zhuàn']"
自传,"['NA', 'zhuàn']"
记传,"['NA', 'zhuàn']"
一体,"['NA', 'tǐ']"
一体两面,"['NA', 'tǐ', 'NA', 'NA']"
三位一体,"['NA', 'NA', 'NA', 'tǐ']"
三体,"['NA', 'tǐ']"
三体问题,"['NA', 'tǐ', 'NA', 'NA']"
下体,"['NA', 'tǐ']"
不体面,"['NA', 'tǐ', 'NA']"
不成体统,"['NA', 'NA', 'tǐ', 'NA']"
主体,"['NA', 'tǐ']"
九面体,"['NA', 'NA', 'tǐ']"
书体,"['NA', 'tǐ']"
事体,"['NA', 'tǐ']"
二倍体,"['NA', 'NA', 'tǐ']"
二十面体,"['NA', 'NA', 'NA', 'tǐ']"
人体,"['NA', 'tǐ']"
人体器官,"['NA', 'tǐ', 'NA', 'NA']"
人体工学,"['NA', 'tǐ', 'NA', 'NA']"
人造天体,"['NA', 'NA', 'NA', 'tǐ']"
体书,"['tǐ', 'NA']"
体位,"['tǐ', 'NA']"
体例,"['tǐ', 'NA']"
体内,"['tǐ', 'NA']"
体刑,"['tǐ', 'NA']"
体制,"['tǐ', 'NA']"
体力,"['tǐ', 'NA']"
体力劳动,"['tǐ', 'NA', 'NA', 'NA']"
体势,"['tǐ', 'NA']"
体味,"['tǐ', 'NA']"
体团,"['tǐ', 'NA']"
体坛,"['tǐ', 'NA']"
体型,"['tǐ', 'NA']"
体外,"['tǐ', 'NA']"
体外受精,"['tǐ', 'NA', 'NA', 'NA']"
体察,"['tǐ', 'NA']"
体式,"['tǐ', 'NA']"
体弱,"['tǐ', 'NA']"
体形,"['tǐ', 'NA']"
体征,"['tǐ', 'NA']"
体念,"['tǐ', 'NA']"
体态,"['tǐ', 'NA']"
体性,"['tǐ', 'NA']"
体恤,"['tǐ', 'NA']"
体恤入微,"['tǐ', 'NA', 'NA', 'NA']"
体恤衫,"['tǐ', 'NA', 'NA']"
体悟,"['tǐ', 'NA']"
